original_title,overview,popularity,release_year,emotions,genre_name,overview_length,word_count,excalamation_count
The Matthew Shepard Story,"In a senseless act of hatred, openly gay college student Matthew Shepard was murdered in 1998. This critically-acclaimed, moving film recounts the final days of Matthew's killers' trial—and the weeks leading to Matthew's death—with unnerving detail. Stockard Channing delivers an unforgettable, Emmy® Award-winning performance as Matthew's grieving mother, Judy, in a story of a murder that moved a nation to action. Also starring Law &amp; Order's Sam Waterston.",2.394,2002,dark,Drama,0.0,68.0,0.0
Eloïse,"A sensuous and ethereal story of two young women falling in love for the first time. Young, beautiful Àsia lies in a coma, her mother and boyfriend keeping constant vigil by her side. In flashback we see what led up to her accident, her life studying architecture at university, the somewhat overbearing relationship she has with her mother and her passionless relationship with Nathaniel.",7.055,2009,uplifting,Drama,0.0,64.0,0.0
藍色大門,"Yueh-chen has an obsession with her classmate Shihao, but is too shy to confess to him directly. She sends in her best friend, Kerou, to act as a go-between, and Shihao ends up falling for Kerou, who is not sure what to think of him.",5.091,2002,uplifting,"Drama,Romance",0.0,45.0,0.0
Grown Up Movie Star,"The story of Ruby, 13, determined to grow up fast after her mother runs away to become a movie star, leaving Ruby with her hopelessly rural father.",1.969,2009,uplifting,Drama,0.0,27.0,0.0
The Four-Faced Liar,"A story of love and lies for four twenty-somethings looking to find themselves in New York City. A pair of best friends and a seemingly perfect couple meet at a local Irish pub tucked in the winding streets of the West Village. Through their chance meeting, the four bond and over time all of their relationships with one another morph into love, betrayal and heartbreak for all.",5.111,2010,uplifting,"Comedy,Drama,Romance",0.0,67.0,0.0
In extremis,"Rich, bisexual Thomas makes his way through a swath of lovers of both sexes in Paris. His parents have died, and he doesn't have to work to earn a living, so his days are bacchanalia-filled affairs that run into each other in a hazy bliss. The only one capable of eking out genuine affection from him is his neighbor, Caroline. When she dies and leaves her son in his care, Thomas learns the joys of commitment and selflessness.",2.211,2000,uplifting,Drama,0.0,78.0,0.0
Secrets,"One night, five teens and a deck of cards. Deception. Revenge. Sex. And it's all about to explode.",1.015,2007,dark,Drama,0.0,18.0,0.0
Blade Violent - I violenti,"Emanuelle, a reporter, comes just a little too close to exposing a corrupt official, and is sent to prison on trumped-up charges. In the prison, the inmates are constantly humiliated and tortured by the prison staff. Overly affectionate prisoners are forced underwater, while others are obliged to look on. Emanuelle finds an enemy in the deranged Albina, who ""runs the prison."" For the pleasure of the warden, Emanuelle and Albina are forced to fight each other with knives. Bad becomes worse when four men awaiting execution escape and take over the prison. Gore flows like water.",12.975,1983,dark,"Action,Drama",0.0,96.0,0.0
Der junge Törless,"At an Austrian boys' boarding school in the early 1900s, shy, intelligent Törless observes the sadistic behavior of his fellow students, doing nothing to help a victimized classmate—until the torture goes too far. Adapted from Robert Musil's acclaimed novel, Young Törless launched the New German Cinema movement and garnered the 1966 Cannes Film Festival International Critics' Prize for first-time director Volker Schlöndorff.",2.858,1966,uplifting,"Drama,History,Thriller",0.0,62.0,0.0
Shut Up and Kiss Me,"Ben is 35, facing the unsatisfying suburban dating world, and looking for more then just sex. Nightmarish attempts with video dating, bad gym run-ins, and his uproarious friends signing him up with online match-making sites have got him nowhere. Meanwhile, Ben has his eye on the hot neighborhood stud, Grey, who runs by his house everyday as he waters his lawn. He finally gets the nerve to talk to him and the chemistry is instant. But what happens when you meet someone who doesn't share the same beliefs about relationships that you do? Funny and touching, Shut Up and Kiss Me deals with sexual monogamy and dating in today’s gay world.",4.202,2010,uplifting,"Romance,Comedy",1.0,111.0,0.0
Sunday Bloody Sunday,"Recently divorced career woman Alex Greville begins a romantic relationship with glamorous mod artist Bob Elkin, fully aware that he's also intimately involved with middle-aged doctor Daniel Hirsh. For both Alex and Daniel, the younger man represents a break with their repressive pasts, and though both know that Bob is seeing both of them, neither is willing to let go of the youth and vitality he brings to their otherwise stable lives.",3.983,1971,uplifting,Drama,0.0,72.0,0.0
安非他命,"Openly gay banker Daniel debates whether to return to Australia or stay in Hong Kong when he meets Kafka, a straight swimming instructor. The young men fall in love, believing that their love can bridge anything, despite their difference in sexuality and Kafka's increasing drug use. Daniel does not regret his love for Kafka, who tries to love him back against his nature. But a flashback memory from Kafka's past makes it difficult for their relationship to work.",3.285,2010,uplifting,"Drama,Romance",0.0,78.0,0.0
The Good the Bad and the Wicked,"Sadl'up with Missy, pardner, 'cause it's time to ride! An all-girl Wild West film of truly epic proportions. Featuring only the finest females to be had in these here parts!",0.737,2003,uplifting,Western,0.0,30.0,2.0
A Marine Story,"Marine officer Alexandra is tough enough to kick any guy's ass in a bar fight, but there's one opponent she can't beat: military policy. When she returns to her conservative hometown from Iraq with a mysterious personal life, she finds herself charged with preparing a tempestuous teenage girl to boot camp.",4.658,2010,dark,Drama,0.0,51.0,0.0
Doorman,The Latino doorman of a New York apartment building begins to unravel when he is seduced and then dumped by a privileged college kid who lives in the building.,2.818,2006,uplifting,Drama,0.0,29.0,0.0
Float,"The story of a young painter from the Bahamas, Jonny Roberts, who travels to an exotic island to find inspiration but finds unexpected love and adventure in a complex and tortured Romeo.",0.808,2007,uplifting,Comedy,0.0,32.0,0.0
Sitcom,"The adventures of an upper-class suburban family abruptly confronted with the younger brother's discovery of his homosexuality, the elder sister's suicide attempt and sado-masochist tendencies, and the intrusion of a very free-spirited maid and her husband... And it all started with the arrival in the family of an innocent looking rat...",5.312,1998,uplifting,"Comedy,Drama,Thriller,Romance",0.0,51.0,0.0
Tras el cristal,"A former nazi child-killer is confined in an iron lung inside an old mansion after a suicide attempt. His wife hires him a full-time carer, a mysterious young man who is driven slowly mad by the old man's disturbing past.",5.053,1987,intense,"Drama,Horror",0.0,40.0,0.0
Ang Pagdadalaga ni Maximo Oliveros,A 12-year-old gay who comes from a criminal family falls in love with a handsome policeman.,3.566,2005,intense,"Comedy,Drama",0.0,16.0,0.0
Kustom Kar Kommandos,A man in tight jeans buffs his car to the strains of The Paris Sisters’ “Dream Lover”.,3.064,1965,calm,Music,0.0,17.0,0.0
Ferkel,"Two men are on the verge of making love, but an old neighbor does everything she can to ruin their adventure.",1.138,1999,uplifting,Comedy,0.0,21.0,0.0
Signage,"A receding hairline, the beginnings of crow's feet and a chance encounter with a young deaf man, force Lex to confront getting older in today's youth-conscious world.",1.4,2007,intense,Comedy,0.0,27.0,0.0
Madame Satã,"A story inspired by the life of one of the most remarkable figures in Brazilian popular culture, João Francisco dos Santos (1900-1976). In turn, bandit, transvestite, street fighter, brothel cook, convict and father to seven adopted children, dos Santos – better known as Madame Satã – was also a notorious gay performer who pushed social boundaries in a volatile time.",2.721,2002,uplifting,"Crime,Drama,Romance,History",0.0,60.0,0.0
